Latitude,Longitude,DateGMT,TimeGMT
-27.2011983,-109.452955,25/11/2017,15:54:20
-27.2015067,-109.45338,25/11/2017,15:58:25
-27.2019233,-109.4540467,25/11/2017,16:02:33
-27.2009283,-109.452595,25/11/2017,16:06:43
-27.2007633,-109.4522767,25/11/2017,16:10:51
-27.20093,-109.45249,25/11/2017,16:14:57
-27.2010217,-109.4526817,25/11/2017,16:19:03
-27.2009967,-109.4526367,25/11/2017,16:23:08
-27.201,-109.45267,25/11/2017,16:27:11
-27.2010733,-109.45269,25/11/2017,16:31:13
-27.2011283,-109.4527983,25/11/2017,16:35:16
-27.2009917,-109.4525683,25/11/2017,16:39:21
-27.2010417,-109.45265,25/11/2017,16:43:23
-27.2010167,-109.4526333,25/11/2017,16:47:26
-27.2009167,-109.4525233,25/11/2017,16:51:29
-27.2010567,-109.45279,25/11/2017,16:55:33
-27.2010367,-109.452675,25/11/2017,16:59:37
-27.2011533,-109.4526833,25/11/2017,17:03:40
-27.20098,-109.45282,25/11/2017,17:07:55
-27.201095,-109.4526767,25/11/2017,17:12:04
-27.201095,-109.4526383,25/11/2017,17:16:14
-27.2009867,-109.4527867,25/11/2017,17:20:19
-27.2010633,-109.4527683,25/11/2017,17:24:27
-27.20102,-109.452755,25/11/2017,17:28:33
-27.2013433,-109.45264,25/11/2017,17:32:45
-27.201215,-109.4527033,25/11/2017,17:36:56
-27.20114,-109.4527417,25/11/2017,17:41:09
-27.2017,-109.4523533,25/11/2017,17:45:19
-27.2009883,-109.45279,25/11/2017,17:49:27
-27.20089,-109.4528567,25/11/2017,17:53:34
-27.2010417,-109.452585,25/11/2017,17:57:55
-27.2011283,-109.4525583,25/11/2017,18:02:07
-27.2011333,-109.45245,25/11/2017,18:06:19
-27.200895,-109.45323,25/11/2017,18:10:30
-27.2010683,-109.452405,25/11/2017,18:14:44
-27.2011033,-109.4519367,25/11/2017,18:18:54
-27.2010583,-109.4524817,25/11/2017,18:23:02
-27.2010083,-109.4525833,25/11/2017,18:27:09
-27.201025,-109.4526017,25/11/2017,18:31:16
-27.2010067,-109.4526317,25/11/2017,18:35:21
-27.20092,-109.452595,25/11/2017,18:39:26
-27.20095,-109.45258,25/11/2017,18:43:31
-27.2009367,-109.4525917,25/11/2017,18:47:36
-27.2009433,-109.4525817,25/11/2017,18:51:41
-27.2009433,-109.452635,25/11/2017,18:55:45
-27.2009583,-109.452715,25/11/2017,18:59:51
-27.2009367,-109.4526883,25/11/2017,19:03:58
-27.2009433,-109.4526583,25/11/2017,19:08:04
-27.2009367,-109.4526133,25/11/2017,19:12:09
-27.20089,-109.4525733,25/11/2017,19:16:16
-27.2008533,-109.45259,25/11/2017,19:20:21
-27.20092,-109.45254,25/11/2017,19:24:27
-27.2009333,-109.45278,25/11/2017,19:28:34
-27.20088,-109.452615,25/11/2017,19:32:42
-27.2009017,-109.4528267,25/11/2017,19:36:49
-27.200795,-109.4527267,25/11/2017,19:40:55
-27.2005617,-109.4528033,25/11/2017,19:45:13
-27.199065,-109.4518683,25/11/2017,19:49:25
